text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
pelatih mana yang sesayang itu sama merekaðŸ¥ºðŸ˜­ðŸ˜­,Tiktok,pelatih mana yang sesayang itu sama merekaðŸ¥ºðŸ˜­ðŸ˜­,pelatih mana yang sesayang itu sama mereka,7,General,0,Neutral
dia bapak nya .Bela anak2 nya,Tiktok,dia bapak nya .Bela anak2 nya,dia bapak nya bela anak-anak nya,6,General,0,Neutral
"@Gibran Rakabuming @gerindra jemput jemput jemput, kembalikan coach STY untuk Indonesia",Tiktok,"@Gibran Rakabuming @gerindra jemput jemput jemput, kembalikan coach STY untuk Indonesia",gibran rakabuming gerindra jemput jemput jemput kembalikan coach sty untuk indonesia,11,Coach_STY,0,Positive
aduhhh udah GK semangat lagi gara gara petrik cookkkk,Tiktok,aduhhh udah GK semangat lagi gara gara petrik cookkkk,aduh sudah enggak semangat lagi gara gara petrik cook,9,Coach_Kluivert,0,Negative
"yng harus di pecat tuh ketua nya bukan pelatih nya, liat dari akarnya dulu",Tiktok,"yng harus di pecat tuh ketua nya bukan pelatih nya, liat dari akarnya dulu",yang harus di pecat tuh ketua nya bukan pelatih nya lihat dari akarnya dulu,14,General,0,Neutral
kaya sama Madrid Cok Ancelotti ganti ke Xabi Alonso Madrid blom pernah menang ðŸ˜­,Tiktok,kaya sama Madrid Cok Ancelotti ganti ke Xabi Alonso Madrid blom pernah menang ðŸ˜­,kayak sama madrid cok ancelotti ganti ke xabi alonso madrid belum pernah menang,13,General,0,Negative
@erick.thohir liat tuh pakðŸ‘Œ,Tiktok,@erick.thohir liat tuh pakðŸ‘Œ,erickthohir lihat tuh pak,4,General,0,Neutral
"Arya,Erik,TOWEL SEDANG TERTAWA",Tiktok,"Arya,Erik,TOWEL SEDANG TERTAWA",aryaeriktowel sedang tertawa,3,General,0,Neutral
kek gini suruh percaya proses ama patrickðŸ˜¹,Tiktok,kek gini suruh percaya proses ama patrickðŸ˜¹,kayak begini suruh percaya proses sama patrick,7,Coach_Kluivert,0,Negative
kurang mukak Arya,Tiktok,kurang mukak Arya,kurang mukak arya,3,Mgmt_Arya,0,Negative
bnr kta ank ny shintaeyoung,Tiktok,bnr kta ank ny shintaeyoung,benar kita anak nya shintaeyoung,5,General,0,Neutral
yg udh nemenin indo dari round 2 ngumpul diniðŸ˜®â€ðŸ’¨ðŸ˜ž,Tiktok,yg udh nemenin indo dari round 2 ngumpul diniðŸ˜ terdaftar â€ðŸ’¨ðŸ˜ž,yang sudah nemenin indonesia dari round 2 ngumpul dini terdaftar,10,General,0,Neutral
klo kalah tapi main bagus masih oke,Tiktok,klo kalah tapi main bagus masih oke,kalo kalah tapi main bagus masih oke,7,General,0,Positive
emng klo Ama Sty bakal lolos pildun,Tiktok,emng klo Ama Sty bakal lolos pildun,memang kalo sama sty bakal lolos pildun,7,Coach_STY,0,Positive
"shin Tae Yong kalo indonesia kebobolan satu aja,pasti langsung ubah formasi biar performa mereka meningkat.tapi kluivert,pas indonesia kebobolan malah cengar cengir
 tapi gw respect sama sty dan pk",Tiktok,"shin Tae Yong kalo indonesia kebobolan satu aja,pasti langsung ubah formasi biar performa mereka meningkat.tapi kluivert,pas indonesia kebobolan malah cengar cengir tapi gw respect sama sty dan pk",shin tae yong kalo indonesia kebobolan satu ajapasti langsung ubah formasi biar performa mereka meningkattapi kluivertpas indonesia kebobolan malah cengar cengir tapi gue respect sama sty dan pakai,28,Coach_STY,0,Negative
belum puas kah kalian sudah memecat sty saat kami sangat bahagia nonton timnas di era sty yg ga pernah menyangka perubahan timnas sangat bagus dari sisi permainanðŸ™,Tiktok,belum puas kah kalian sudah memecat sty saat kami sangat bahagia nonton timnas di era sty yg ga pernah menyangka perubahan timnas sangat bagus dari sisi permainanðŸ merek dagang ,belum puas kah kalian sudah memecat sty saat kami sangat bahagia menonton timnas di era sty yang enggak pernah menyangka perubahan timnas sangat bagus dari sisi permainan merek dagang,29,Coach_STY,0,Negative
@Erick Thohir kembalikan sty,Tiktok,@Erick Thohir kembalikan sty,erick thohir kembalikan sty,4,Coach_STY,0,Positive
kembalikan styðŸ™‚ðŸ™‚ðŸ™‚,Tiktok,kembalikan styðŸ merek dagang ‚ðŸ merek dagang ‚ðŸ merek dagang ‚,kembalikan sty merek dagang merek dagang merek dagang,8,Coach_STY,0,Positive
"udh betul pelatihnya dari Asia biar bisa nanganin zona asianya malah di kasih top eroap, lebih baik pemain top Eropa dari pada pelatiha",Tiktok,"udh betul pelatihnya dari Asia biar bisa nanganin zona asianya malah di kasih top eroap, lebih baik pemain top Eropa dari pada pelatiha",sudah betul pelatihnya dari asia biar bisa nanganin zona asianya malah di kasih top eroap lebih baik pemain top eropa dari pada pelatiha,23,Player,0,Negative
apakah indo harus mengikuti kata kata ozil,Tiktok,apakah indo harus mengikuti kata kata ozil,apakah indonesia harus mengikuti kata kata ozil,7,General,0,Neutral
"dulu kalo wasit salah ada yg marahin
 sekarang kalo wasit salah ada juga yg marahin tapi beda orang",Tiktok,dulu kalo wasit salah ada yg marahin sekarang kalo wasit salah ada juga yg marahin tapi beda orang,dulu kalo wasit salah ada yang marahin sekarang kalo wasit salah ada juga yang marahin tapi beda orang,18,Match_Issues,0,Neutral
iwan bule come back lahh,Tiktok,iwan bule come back lahh,iwan bule come back lah,5,General,0,Positive
mana nih yang bilang indo bakal main keren pakai total football ðŸ—¿,Tiktok,mana nih yang bilang indo bakal main keren pakai total football ðŸ—¿,mana nih yang bilang indonesia bakal main keren pakai total football,11,General,0,Negative
@erick.thohir kenaaapaa sihh?,Tiktok,@erick.thohir kenaaapaa sihh?,erickthohir kenapa sihh?,3,General,0,Negative
bnyk msalah ni negara,Tiktok,bnyk msalah ni negara,banyak masalah nih negara,4,General,0,Negative
kita butuh orang yg bisa menciptakan monster di negara kita,Tiktok,kita butuh orang yg bisa menciptakan monster di negara kita,kita butuh orang yang bisa menciptakan monster di negara kita,10,General,0,Negative
"gua ternak sty, dan gua bangga.",Tiktok,"gua ternak sty, dan gua bangga.",gua ternak sty dan gua bangga,6,Coach_STY,0,Positive
coach shin balik plisss,Tiktok,coach shin balik plisss,coach shin balik plis,4,Coach_STY,0,Positive
sakit bgt coðŸ˜­,Tiktok,sakit bgt coðŸ˜­,sakit banget cowok,3,General,0,Negative
cuma Persib doang yang bisa bikin senyum,Tiktok,cuma Persib doang yang bisa bikin senyum,cuma persib doang yang bisa bikin senyum,7,General,0,Positive
nyesel kan mecat sty,Tiktok,nyesel kan mecat sty,menyesal kan mecat sty,4,Coach_STY,0,Negative
kalo pemegang pssi gak di ganti sampe kapan pun gak bakal menang,Tiktok,kalo pemegang pssi gak di ganti sampe kapan pun gak bakal menang,kalo pemegang pssi enggak di ganti sampai kapan pun enggak bakal menang,12,Mgmt_General,0,Negative
menurut ku cari pelatih yang gaya mainnya counter attack bukan tiki taka depan belakang,Tiktok,menurut ku cari pelatih yang gaya mainnya counter attack bukan tiki taka depan belakang,menurut ku cari pelatih yang gaya mainnya counter attack bukan tiki taka depan belakang,14,General,0,Neutral
itu la indo,Tiktok,itu la indo,itu lah indonesia,3,General,0,Neutral
Nyesek bngt hncur sudah hrpan jutaan masyarakt indonesiaðŸ˜­,Tiktok,Nyesek bngt hncur sudah hrpan jutaan masyarakt indonesiaðŸ˜­,menyesak banget hncur sudah hrpan jutaan masyarakt indonesia,8,General,0,Negative
bai -bai sin tea yong,Tiktok,bai -bai sin tea yong,bai -bai sin tea yong,5,Coach_STY,0,Negative
"bermain sepak bola kalah menang itu biasa,TPI kenapa pelatih hrus dipecat,aku lihat counter attack sin tae young bagus",Tiktok,"bermain sepak bola kalah menang itu biasa,TPI kenapa pelatih hrus dipecat,aku lihat counter attack sin tae young bagus",bermain sepak bola kalah menang itu biasatpi kenapa pelatih harus dipecataku lihat counter attack sin tae young bagus,18,Player,0,Positive
jangan di pecat dongðŸ¥ºðŸ¥º,Tiktok,jangan di pecat dongðŸ¥ºðŸ¥º,jangan di pecat dong,4,General,0,Negative
@Erick Thohir paaa semoga berubah pikiran yaa ðŸ˜”,Tiktok,@Erick Thohir paaa semoga berubah pikiran yaa ðŸ˜”,erick thohir apa semoga berubah pikiran ya,7,Mgmt_ET,0,Neutral
@gibran_rakabuming @partaigerindra kembalikan coach STY untuk Indonesia lagi ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,Tiktok,@gibran_rakabuming @partaigerindra kembalikan coach STY untuk Indonesia lagi ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥ºðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»,gibranrakabuming partaigerindra kembalikan coach sty untuk indonesia lagi merek dagang merek dagang merek dagang merek dagang merek dagang merek dagang merek dagang merek dagang merek dagang merek dagang,28,Coach_STY,0,Negative
sehat selalu pak sty ðŸ¥°ðŸ˜­,Tiktok,sehat selalu pak sty ðŸ¥°ðŸ˜­,sehat selalu pak sty,4,Coach_STY,0,Positive
"Bahkan sty pernah ngalahin negaranya sendiri loo demi Timnas Indonesia,,,, negaranya sendiri brooo di kalahinðŸ˜­ðŸ˜­",Tiktok,"Bahkan sty pernah ngalahin negaranya sendiri loo demi Timnas Indonesia,,,, negaranya sendiri brooo di kalahinðŸ˜­ðŸ˜­",bahkan sty pernah mengalahkan negaranya sendiri lo demi timnas indonesia negaranya sendiri bro di kalahin,15,Coach_STY,0,Positive
kembalikan pelatih kami pak @erick.thohir ðŸ¥¹ðŸ¥²,Tiktok,kembalikan pelatih kami pak @erick.thohir ðŸ¥¹ðŸ¥²,kembalikan pelatih kami pak erickthohir,5,General,0,Negative
bogoshiposeoyo coach @daylyactivity ðŸ˜­,Tiktok,bogoshiposeoyo coach @daylyactivity ðŸ˜­,bogoshiposeoyo coach daylyactivity,3,General,0,Neutral
ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,Tiktok,ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»ðŸ merek dagang ðŸ»,merek dagang merek dagang merek dagang,6,General,0,Neutral
I live satuâ¤ï¸â¤ï¸berkat sty berberapa tahun nama Indonesia menjadi bagus â¤,Tiktok,I live satuâ¤ï¸â¤ï¸berkat sty berberapa tahun nama Indonesia menjadi bagus â¤,i live satuberkat sty berberapa tahun nama indonesia menjadi bagus,10,Coach_STY,0,Positive
Setulus itu padahal lohh,Tiktok,Setulus itu padahal lohh,setulus itu padahal loh,4,General,0,Neutral
kek kenal clipnya?,Tiktok,kek kenal clipnya?,kayak kenal clipnya?,3,General,0,Neutral
ayo Garuda tahun baru pondasi Baru lagi ayooo bangkit lagii cmonnðŸ’ª,Tiktok,ayo Garuda tahun baru pondasi Baru lagi ayooo bangkit lagii cmonnðŸ’ª,ayo garuda tahun baru pondasi baru lagi ayo bangkit lagi cmonn,11,Player,0,Positive
"kangen jokes
 ""kalah gamungkin menang ga kaget""
 ""sujud king""
 ""dingin kingg""",Tiktok,"kangen jokes ""kalah gamungkin menang ga kaget"" ""sujud king"" ""dingin kingg""",kangen jokes kalah gamungkin menang enggak kaget sujud king dingin kingg,11,General,1,Negative
the real era kegelapan...,Tiktok,the real era kegelapan...,the real era kegelapan,4,General,0,Negative
lu nyari clip di vt orang njirrðŸ˜­ðŸ˜­ðŸ—¿,Tiktok,lu nyari clip di vt orang njirrðŸ˜­ðŸ˜­ðŸ—¿,lu mencari clip di vt orang anjir,7,General,0,Neutral
Gila bagus banget ðŸ”¥,Tiktok,Gila bagus banget ðŸ”¥,gila bagus banget,3,General,0,Positive
gua bangga sebagai ternak sty !!!,Tiktok,gua bangga sebagai ternak sty !!!,gua bangga sebagai ternak sty !,6,Coach_STY,1,Negative
tolong balik kan coach shin tayyong,Tiktok,tolong balik kan coach shin tayyong,tolong balik kan coach shin tayyong,6,Coach_STY,0,Positive
pssi emang kyk tai og,Tiktok,pssi emang kyk tai og,pssi memang kayak tahi og,5,Mgmt_General,0,Negative
jangan hujat patrick kluivert karna bukan dia yang pecat styðŸ˜”,Tiktok,jangan hujat patrick kluivert karna bukan dia yang pecat styðŸ˜”,jangan hujat patrick kluivert karena bukan dia yang pecat sty,10,Coach_STY,0,Neutral
jangan pernah balik coach... indonesia politiknya kejam...ðŸ˜‚ðŸ˜‚ðŸ˜‚,Tiktok,jangan pernah balik coach... indonesia politiknya kejam...ðŸ˜‚ðŸ˜‚ðŸ˜‚,jangan pernah balik coach indonesia politiknya kejam,7,General,0,Negative
"Erick tohir kok sampek hati menghancurkan mimpi seseorng yg benar2 tulus melatih timnas,walaupun beliau pernah bersama korsel ke piala dunia.Padahal dia ingin ind seperti korsel ke piala dunia",Tiktok,"Erick tohir kok sampek hati menghancurkan mimpi seseorng yg benar2 tulus melatih timnas,walaupun beliau pernah bersama korsel ke piala dunia.Padahal dia ingin ind seperti korsel ke piala dunia",erick tohir kok sampai hati menghancurkan mimpi seseorng yang benar-benar tulus melatih timnaswalaupun beliau pernah bersama korsel ke piala duniapadahal dia ingin ind seperti korsel ke piala dunia,28,Mgmt_ET,0,Negative
patrick kluivert: gakuat gua di hujat habis habisan sama netizen indonesiaðŸ—¿ðŸ—¿ðŸ—¿,Tiktok,patrick kluivert: gakuat gua di hujat habis habisan sama netizen indonesiaðŸ—¿ðŸ—¿ðŸ—¿,patrick kluivert enggak kuat gua di hujat habis habisan sama netizen indonesia,12,Coach_Kluivert,0,Negative
"karma membuang orang yang baik tulus dalam membangun sepakbola Indonesia,",Tiktok,"karma membuang orang yang baik tulus dalam membangun sepakbola Indonesia,",karma membuang orang yang baik tulus dalam membangun sepakbola indonesia,10,Mgmt_General,0,Negative
"sty rela di hujat di negara dia sendiri karna gamau ngelatih negara lain, maunya indo, eh PSSI malah pecat styðŸ˜­",Tiktok,"sty rela di hujat di negara dia sendiri karna gamau ngelatih negara lain, maunya indo, eh PSSI malah pecat styðŸ˜­",sty rela di hujat di negara dia sendiri karena enggak mau ngelatih negara lain maunya indonesia eh pssi malah pecat sty,21,Coach_STY,0,Negative
di indo kalau gak mau kerjasama sama mafia pasti pasti di singkirkan,Tiktok,di indo kalau gak mau kerjasama sama mafia pasti pasti di singkirkan,di indonesia kalau enggak mau kerjasama sama mafia pasti pasti di singkirkan,12,General,0,Negative
"kesalahan PSSI, jadwal mepet malah ganti pelatih, seharusnya biar masuk piala dunia dulu baru ganti pelatih,",Tiktok,"kesalahan PSSI, jadwal mepet malah ganti pelatih, seharusnya biar masuk piala dunia dulu baru ganti pelatih,",kesalahan pssi jadwal mepet malah ganti pelatih seharusnya biar masuk piala dunia dulu baru ganti pelatih,16,Mgmt_General,0,Negative
mana janji mu coach kita sudah kena bantai duluan dari australiaðŸ˜­ðŸ˜­ðŸ˜­,Tiktok,mana janji mu coach kita sudah kena bantai duluan dari australiaðŸ˜­ðŸ˜­ðŸ˜­,mana janji mu coach kita sudah kena bantai duluan dari australia,11,General,0,Negative
patungan yuu biar sty balik lagii,Tiktok,patungan yuu biar sty balik lagii,patungan yuk biar sty balik lagi,6,Coach_STY,0,Neutral
"perjalan yang panjang ini harus diakhiri dengan kegagalan, senang bisa seantusias selama ini,senang juga bisa nonton bareng sama Masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal, goodbye pildun see you next timeðŸ‘‹ðŸ¤ðŸ¥¹",Tiktok,"perjalan yang panjang ini harus diakhiri dengan kegagalan, senang bisa seantusias selama ini,senang juga bisa nonton bareng sama Masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal, goodbye pildun see you next timeðŸ‘‹ðŸ¤ðŸ¥¹",perjalan yang panjang ini harus diakhiri dengan kegagalan senang bisa seantusias selama inisenang juga bisa menonton bareng sama masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal goodbye pildun sih you next time,35,Player,0,Negative
"org ini terlalu jujur.. kliatan kok..
 beda banget Sama Patrick itu . cmn plongga plonggo ajah . ga klop ajah sama tim nas, KLO org nyanyi duet, ga klop ajah feel nya.. a
 federasi bola, mafia bola, hrs diusut tuntas.. tapi siapa yg brani ya..
 smua di malinggi. mulai dan MBG, Pertamina, listrik, smua klaian makan. mzok mainan bola pun ga luput dr judol danpermainan uang diblakang nya. miris sama Indonesia ini.. muaaak",Tiktok,"org ini terlalu jujur.. kliatan kok.. beda banget Sama Patrick itu . cmn plongga plonggo ajah . ga klop ajah sama tim nas, KLO org nyanyi duet, ga klop ajah feel nya.. a federasi bola, mafia bola, hrs diusut tuntas.. tapi siapa yg brani ya.. smua di malinggi. mulai dan MBG, Pertamina, listrik, smua klaian makan. mzok mainan bola pun ga luput dr judol danpermainan uang diblakang nya. miris sama Indonesia ini.. muaaak",orang ini terlalu jujur kelihatan kok beda banget sama patrick itu cuman plongga plonggo saja enggak klop saja sama tim nas kalo orang nyanyi duet enggak klop saja feel nya a federasi bola mafia bola harus diusut tuntas tapi siapa yang berani ya semua di malinggi mulai dan mbak pertamina listrik semua klaian makan mzok mainan bola pun enggak luput dari judol danpermainan uang diblakang nya miris sama indonesia ini muak,71,Coach_Kluivert,0,Negative
"@Erick Thohir gimna pak misi nya berhasil kan, emang anj
 #PATRICKOUT",Tiktok,"@Erick Thohir gimna pak misi nya berhasil kan, emang anj #PATRICKOUT",erick thohir bagaimana pak misi nya berhasil kan memang anjing patrickout,11,Mgmt_ET,1,Negative
coach kalau diera sty mungkin Indonesia bkln ke piala dunia tahun ini tapi skrg rakyat Indonesia kecewa dg racikan Patrick Spongebob ini. kesel bngt,Tiktok,coach kalau diera sty mungkin Indonesia bkln ke piala dunia tahun ini tapi skrg rakyat Indonesia kecewa dg racikan Patrick Spongebob ini. kesel bngt,coach kalau diera sty mungkin indonesia bakalan ke piala dunia tahun ini tapi sekarang rakyat indonesia kecewa dengan racikan patrick spongebob ini kesel banget,24,Coach_STY,0,Negative
Pdahal sma alm gus dur Udah di bilang . Indonesia bisa lolos pildun. Pelatihnya matanya sipit. Bukan prcya ramalan. Tp hampir smua omong alm gus dur itu kejadian... Gw uda yakin bngt kalau sty yg di maksud gus dur.. Eh malah di pecat.. Emng negara kita gajauh dri mafia dan korupsi.. Kasian ama pemain diasporaðŸ˜¢ðŸ˜¢ðŸ˜¢,Tiktok,Pdahal sma alm gus dur Udah di bilang . Indonesia bisa lolos pildun. Pelatihnya matanya sipit. Bukan prcya ramalan. Tp hampir smua omong alm gus dur itu kejadian... Gw uda yakin bngt kalau sty yg di maksud gus dur.. Eh malah di pecat.. Emng negara kita gajauh dri mafia dan korupsi.. Kasian ama pemain diasporaðŸ˜¢ðŸ˜¢ðŸ˜¢,padahal sama almarhum gus dur sudah di bilang indonesia bisa lolos pildun pelatihnya matanya sipit bukan percaya ramalan tapi hampir semua omong almarhum gus dur itu kejadian gue sudah yakin banget kalau sty yang di maksud gus dur eh malah di pecat memang negara kita gajauh dari mafia dan korupsi kasihan sama pemain diaspora,54,Coach_STY,0,Negative
"dulu kalo timnas kita mandul, ketua PSSI lah harus bertanggungjawab, kalo sekarang menteri BUMN
 kaya gak masuk akal aja",Tiktok,"dulu kalo timnas kita mandul, ketua PSSI lah harus bertanggungjawab, kalo sekarang menteri BUMN kaya gak masuk akal aja",dulu kalo timnas kita mandul ketua pssi lah harus bertanggungjawab kalo sekarang menteri bumn kayak enggak masuk akal saja,19,Mgmt_ET,0,Negative
info jarah rumah towel,Tiktok,info jarah rumah towel,info jarah rumah towel,4,Pundit,0,Neutral
"Proyek Naturalisasi Gagal Total #E.T out #Kluivert out
 Menpora Ketum PSSI Tanggungjawab..!!",Tiktok,Proyek Naturalisasi Gagal Total #E.T out #Kluivert out Menpora Ketum PSSI Tanggungjawab..!!,proyek naturalisasi gagal total et out kluivert out menpora ketum pssi tanggungjawab!!,12,Coach_Kluivert,0,Negative
"sekelas pelatih yang ngalahin Jerman di ganti sama pelatih yang kalah sama indonesiaa,wkwkw sekarang baru nyesel kan pa ERIKKKK",Tiktok,"sekelas pelatih yang ngalahin Jerman di ganti sama pelatih yang kalah sama indonesiaa,wkwkw sekarang baru nyesel kan pa ERIKKKK",sekelas pelatih yang mengalahkan jerman di ganti sama pelatih yang kalah sama indonesiaawkwkw sekarang baru menyesal kan apa erik,19,Mgmt_ET,1,Negative
"pemikiran yg mecat STY benar2 masih di bawah rata2, masa mau mecat di kala event penting, gmna ga patah smngt timnasindo, khilngn pelatih yg udh nganggap Sty sprti bapaknya, liat lh kalah knnnðŸ˜”",Tiktok,"pemikiran yg mecat STY benar2 masih di bawah rata2, masa mau mecat di kala event penting, gmna ga patah smngt timnasindo, khilngn pelatih yg udh nganggap Sty sprti bapaknya, liat lh kalah knnnðŸ˜”",pemikiran yang mecat sty benar-benar masih di bawah rata-rata masa mau mecat di kala event penting bagaimana enggak patah smngt timnasindo khilngn pelatih yang sudah nganggap sty seperti bapaknya lihat boleh kalah kan,33,Coach_STY,0,Negative
yg gw GK trimanya sekelas Filipina masa kalah cukk,Tiktok,yg gw GK trimanya sekelas Filipina masa kalah cukk,yang gue enggak trimanya sekelas filipina masa kalah cukk,9,General,0,Negative
Seandainya Squad Timnas Sekarang Masi Di pegang STY Pasti Lolos pildun ðŸ¥²,Tiktok,Seandainya Squad Timnas Sekarang Masi Di pegang STY Pasti Lolos pildun ðŸ¥²,seandainya squad timnas sekarang masih di pegang sty pasti lolos pildun,11,Coach_STY,0,Positive
percayalah timnas era sty susah untuk kembaliðŸ¥²,Tiktok,percayalah timnas era sty susah untuk kembaliðŸ¥²,percayalah timnas era sty susah untuk kembali,7,Coach_STY,0,Negative
jadi rindu sty marah2in wasitðŸ˜­ðŸ˜­,Tiktok,jadi rindu sty marah2in wasitðŸ˜­ðŸ˜­,jadi rindu sty marah2in wasit,5,Coach_STY,0,Neutral
kita dikalahkan oleh tim yg pernah kita kalahkan...ðŸ˜Ÿ,Tiktok,kita dikalahkan oleh tim yg pernah kita kalahkan...ðŸ˜Ÿ,kita dikalahkan oleh tim yang pernah kita kalahkan,8,General,0,Negative
gusdur mengatakan Indonesia lolos piala Dunia bersama pelatih yang sipit namun sekarang Patrick ga sipit,Tiktok,gusdur mengatakan Indonesia lolos piala Dunia bersama pelatih yang sipit namun sekarang Patrick ga sipit,gusdur mengatakan indonesia lolos piala dunia bersama pelatih yang sipit namun sekarang patrick enggak sipit,15,Coach_Kluivert,0,Neutral
masi blom bissa move onâ˜¹â˜¹,Tiktok,masi blom bissa move onâ˜¹â˜¹,masih belum bissa move on,5,General,0,Neutral
gamon gw sama coach Shin ðŸ¥º,Tiktok,gamon gw sama coach Shin ðŸ¥º,gamon gue sama coach shin,5,Coach_STY,0,Positive
"terimakasih kotch telah membawa Indonesia sejauh ini,walapun sekarang Indonesia akan kembali ke era kegelapan ðŸ˜“",Tiktok,"terimakasih kotch telah membawa Indonesia sejauh ini,walapun sekarang Indonesia akan kembali ke era kegelapan ðŸ˜“",terimakasih kotch telah membawa indonesia sejauh iniwalapun sekarang indonesia akan kembali ke era kegelapan,14,General,0,Negative
pelatih setulus ini malah disia-siain blokk,Tiktok,pelatih setulus ini malah disia-siain blokk,pelatih setulus ini malah disia-siain blokk,6,General,0,Negative
"jgn munafik pembenci sty
 nyata nya sty jauh lebih baik dari patrick.
 taktik main ny enak di lihat, gk sprti td mlm. ya tuhan.. nangis di pojokan.
 mana era skrg pemain ny bagus2 smua, tp pelatih ny gk mumpuni. ðŸ˜­",Tiktok,"jgn munafik pembenci sty nyata nya sty jauh lebih baik dari patrick. taktik main ny enak di lihat, gk sprti td mlm. ya tuhan.. nangis di pojokan. mana era skrg pemain ny bagus2 smua, tp pelatih ny gk mumpuni. ðŸ˜­",jangan munafik pembenci sty nyata nya sty jauh lebih baik dari patrick taktik main nya enak di lihat enggak seperti tadi malam ya tuhan menangis di pojokan mana era sekarang pemain nya bagus-bagus semua tapi pelatih nya enggak mumpuni,39,Coach_STY,0,Negative
pelatih sebagus itu di buang karna mafia,Tiktok,pelatih sebagus itu di buang karna mafia,pelatih sebagus itu di buang karena mafia,7,General,0,Negative
"5 tahun bkn waktu yg sebentar
 -runnerup AFF
 -perunggu seagames
 -timnas senior-u23-u19 ke piala asia
 -round 3 kualifikasi pildun 2026
 ðŸ˜­ðŸ¤§",Tiktok,5 tahun bkn waktu yg sebentar -runnerup AFF -perunggu seagames -timnas senior-u23-u19 ke piala asia -round 3 kualifikasi pildun 2026 ðŸ˜­ðŸ¤§,5 tahun bukan waktu yang sebentar -runnerup aff -perunggu seagames -timnas senior-u23-u19 ke piala asia -round 3 kualifikasi pildun 2026,20,Mgmt_General,0,Positive
beang keroknya sp klo gtuðŸ˜­,Tiktok,beang keroknya sp klo gtuðŸ˜­,beang keroknya sapa kalo begitu,5,General,0,Negative
"rakyat cuma bisa doa , mapia bola dewa nya",Tiktok,"rakyat cuma bisa doa , mapia bola dewa nya",rakyat cuma bisa doa mapia bola dewa nya,8,Player,0,Negative
"@aruldagul @Arul el PunditðŸ¦…
 dan pundit yang lain apakah junjungan kalian pelatih Belanda dengan koleganya bisa ninggalin negaranya dan stay di negri ini lepas paspor negaranya demi jadi WNI jika bisa berarti dia cinta negri ini dan harus di kasih waktu jika tidak berarti dia berjudi di negri ini",Tiktok,@aruldagul @Arul el PunditðŸ¦… dan pundit yang lain apakah junjungan kalian pelatih Belanda dengan koleganya bisa ninggalin negaranya dan stay di negri ini lepas paspor negaranya demi jadi WNI jika bisa berarti dia cinta negri ini dan harus di kasih waktu jika tidak berarti dia berjudi di negri ini,aruldagul arul el pundit dan pundit yang lain apakah junjungan kalian pelatih belanda dengan koleganya bisa meninggalkan negaranya dan stay di negeri ini lepas paspor negaranya demi jadi wni jika bisa berarti dia cinta negeri ini dan harus di kasih waktu jika tidak berarti dia berjudi di negeri ini,49,Pundit,0,Neutral
coach indonesia gagal ke piala asia ðŸ˜© Indonesia kalah dengan team yang pernah dikalahkan diera mu coach ðŸ˜©,Tiktok,coach indonesia gagal ke piala asia ðŸ˜ hak cipta Indonesia kalah dengan team yang pernah dikalahkan diera mu coach ðŸ˜ hak cipta,coach indonesia gagal ke piala asia hak cipta indonesia kalah dengan team yang pernah dikalahkan diera mu coach hak cipta,20,General,0,Negative
"dapat penghargaan platih tim nas terbaik tahun 2024.
 Mndapatkan golden yg di serahkan langsung oleh mntan prsedent Jokowi.
 mnjdi platih trpaforit Thun 2024.
 Towel dn para ternak mmg kocak.",Tiktok,dapat penghargaan platih tim nas terbaik tahun 2024. Mndapatkan golden yg di serahkan langsung oleh mntan prsedent Jokowi. mnjdi platih trpaforit Thun 2024. Towel dn para ternak mmg kocak.,dapat penghargaan platih tim nas terbaik tahun 2024 mndapatkan golden yang di serahkan langsung oleh mntan prsedent jokowi menjadi platih trpaforit tahun 2024 towel dan para ternak memang kocak,29,Pundit,1,Negative
ehh malah dipecat dong,Tiktok,ehh malah dipecat dong,eh malah dipecat dong,4,General,0,Negative
PAK ERICK JAHAT!!!â˜¹ï¸,Tiktok,PAK ERICK JAHAT!!!â˜¹ï¸,pak erick jahat!,3,Mgmt_ET,0,Negative
gara gara tenÄangan arkan fikri,Tiktok,gara gara tenÄangan arkan fikri,gara gara tenangan arkan fikri,5,General,0,Neutral
pelatih yang tulus di samakan sama yang judol beda jauh bro,Tiktok,pelatih yang tulus di samakan sama yang judol beda jauh bro,pelatih yang tulus di samakan sama yang judol beda jauh bro,11,General,0,Negative
